Income,Income_Scaled,Promotions,Num_Products,Loyalty_IAT_Score,Churn_Prob,Churn,Source,_Latent_L,_Noise_M
46553.48178161499,0.2450494638194429,1,1,1.973228402968951,0.00798549094571712,0,Dataset_A,-0.35495446456851415,1.9087238494258025
33889.74870025484,-0.32887674148371243,0,2,-1.248915412506796,0.08995782778982342,1,Dataset_A,-1.060955486612482,-1.3428198638455477
50203.71309851531,0.4104796252677236,1,2,0.8754795474020731,0.0019433727791985055,0,Dataset_A,0.6430498515933321,0.6111745622427399
77770.30303256382,1.6598101546109196,1,1,-0.020925453203588355,3.286410076508843e-05,0,Dataset_A,-1.440881546731958,0.02316270146960744
32303.256114822005,-0.4007773148335466,0,1,1.863939892476406,0.08435025107434102,0,Dataset_A,-0.3079171640516658,1.7947316088815726
32303.521289692086,-0.4007652969865224,0,1,-1.0685818684611947,0.27917414675779983,0,Dataset_A,-2.5937075453472502,-0.9092111139264698
79985.96075983488,1.7602247814427978,1,1,-0.7582927355823027,1.877919047519343e-05,0,Dataset_A,-1.0603799452139837,-0.7522547410609043
53301.37272839711,0.5508669838196529,0,1,-0.03211289154666283,0.00215542600161353,0,Dataset_A,-0.8220472400654592,-0.04990816754011691
28717.523979494832,-0.5632843437199191,0,3,-0.08947481258385814,0.06029455283137374,0,Dataset_A,1.0403957732572924,-0.4935143899095874
47632.94972188262,0.2939714471496281,0,2,-0.18752710299592534,0.002333244955604864,0,Dataset_A,0.7175051691192317,-0.45927761990784854
28804.62241003778,-0.5593370028048651,1,1,2.077442484413548,0.23053300073299038,0,Dataset_A,-0.5098683841227288,2.028429322825821
28771.34263140293,-0.5608452576727241,0,1,0.2943712287590946,0.1179572982826108,0,Dataset_A,0.6732852693624783,0.12704270182284674
40985.80785083252,-0.007280078419777945,1,2,-0.48599593794395374,0.011732635447503772,0,Dataset_A,0.9868949555384189,-0.7846854334977956
13951.745120527825,-1.2324762300639327,0,1,-0.3184079978354023,0.8163600586131872,1,Dataset_A,-0.2839124713811148,-0.3900167506972908
15329.603140220976,-1.1700310711515913,0,1,0.35475343421729766,0.8529245221409402,1,Dataset_A,-1.5013812513288494,0.4048915593501826
27415.291903900546,-0.6223021000772417,0,2,0.5103533327237435,0.16930062865881895,0,Dataset_A,-0.27014252007383843,0.3373675847311273
21885.606008587733,-0.8729100070842646,0,2,-0.39578209100410455,0.3925703056229737,0,Dataset_A,-0.18518340588056278,-0.5772637504160483
42494.23362509249,0.061082471157073756,0,1,-1.6506663057317716,0.02628355884831174,0,Dataset_A,-1.2263461437145184,-1.6280316913603199
23063.071068161,-0.8195467492537105,0,1,0.07796895235025326,0.3419701880260913,0,Dataset_A,0.28509211800459683,-0.05054025945020642
17923.144569306936,-1.0524905812242755,0,2,0.13986135424502286,0.530595240068645,1,Dataset_A,0.17456279617992776,-0.07759492537296994
75570.73503109968,1.5601247215497411,1,2,-0.3760247038946732,1.3421467924660254e-05,0,Dataset_A,0.7010551720491609,-0.6461302210995893
32438.843259772202,-0.3946324430892349,0,1,1.4037257513516734,0.06664281901273549,0,Dataset_A,0.23945985285851995,1.2797797660658214
37562.59807830965,-0.1624215191054269,1,1,0.7559379891706561,0.029699276517893617,0,Dataset_A,0.8136008832044404,0.5745779008502121
17811.968658952876,-1.0575291245938092,0,2,0.30631027086846574,0.58854317760406,0,Dataset_A,-0.2850809403324125,0.134818364901707
27661.82651977032,-0.6111290379435906,0,1,-0.24664407217241346,0.18700243076530862,0,Dataset_A,0.1406722035765942,-0.3607112925300729
38386.50693228384,-0.12508159105742606,1,2,1.902003779143583,0.029200133693556098,0,Dataset_A,-0.31024844335127455,1.7330286234787105
20424.760856526187,-0.9391161809882508,1,1,-1.1123139242262574,0.6950667814583422,1,Dataset_A,-0.5784108337207754,-1.1544728408541798
43820.14881399716,0.12117355709775599,0,3,-0.061559365291214974,0.0026656800798837265,0,Dataset_A,1.3503669864718513,-0.49659606393840017
26894.59604909647,-0.6459002756029603,0,1,-0.5632039575471449,0.46008785906073896,0,Dataset_A,-2.1083587290867927,-0.4523680846384656
31387.12717011203,-0.4422966997911855,1,2,0.5922136453044742,0.06949442953744478,0,Dataset_A,0.9325303191751456,0.29896061338695956
26880.239212856453,-0.6465509340218052,1,1,0.702365233489685,0.34405940723313866,0,Dataset_A,-0.5851959688478411,0.6608848303744691
91687.29437901273,2.2905346006639467,1,1,-1.278673090727592,1.383809856147193e-06,0,Dataset_A,-0.4209847175767263,-1.3365746189699195
36071.24853897368,-0.2300101658648524,0,2,-0.46075237790640067,0.02991475217830436,0,Dataset_A,0.2385764674789218,-0.6846100246542929
21399.964358588782,-0.8949195099323082,0,1,0.389734236742291,0.6408407219144963,1,Dataset_A,-1.5791015633442336,0.4476443930767144
54790.51949489613,0.6183557999013995,0,2,-0.5405653554917584,0.001206863160242001,0,Dataset_A,-0.754187491956063,-0.6651466062961522
19723.738218309612,-0.9708868492421044,0,2,-0.2963989198067113,0.5905977301362016,1,Dataset_A,-0.9462283314372024,-0.4017760866629911
40313.10162679809,-0.0377674337646387,0,2,0.3501272020137848,0.015118308211045166,0,Dataset_A,-0.22517500156155873,0.17264470216994066
13631.859441050177,-1.2469735961228918,1,2,-0.862808985467235,0.8789747562397163,1,Dataset_A,-0.8288350477729777,-0.9799254806899371
18693.048122170643,-1.0175981982511322,0,3,0.7275472092941162,0.25872359441917997,0,Dataset_A,1.4993588658141557,0.27761132271270067
40071.89993621785,-0.04869880527239581,1,3,1.1017745003328998,0.005696444945665758,0,Dataset_A,1.8921466359707146,0.6125598367358283
52534.91577988669,0.5161308025403507,1,2,0.051348734466427695,0.004639504929586651,0,Dataset_A,-1.870380442494028,0.0383867787158305
39564.36587908935,-0.07170048207641985,0,2,1.6790990807561894,0.010550986037646617,0,Dataset_A,0.5371526565580943,1.42538381510038
34275.14924654058,-0.3114102115410437,0,2,1.0081747538554162,0.027620765097423262,0,Dataset_A,0.8275224179234704,0.7254225120630693
31239.798448034304,-0.4489737052090186,0,2,0.20888705099199154,0.06241733923707706,0,Dataset_A,0.4980878318702033,-0.040921732195028815
17339.440871728355,-1.078944301151916,0,1,-0.29802557465215773,0.7414174495069555,1,Dataset_A,-0.7660079232068862,-0.3214247823314691
25338.440166453922,-0.7164259756352682,0,1,1.823145423633491,0.2721576454716055,0,Dataset_A,-0.3157381597220683,1.7547192396056979
28844.673125382986,-0.5575218859724057,0,1,-0.6418597880951188,0.23248992240270863,1,Dataset_A,-0.804026843374936,-0.6614571037576252
61608.868795387825,0.927366524884425,1,1,-0.19492529358294836,0.00046172140232568764,0,Dataset_A,-0.22752737867038608,-0.27217255571590976
43122.88651497171,0.08957330914483158,1,1,-0.41991746515139955,0.028646721907394403,0,Dataset_A,-1.101007697752693,-0.40981669537613025
15040.170326179075,-1.1831482993485267,0,2,0.5744930246089026,0.7025559605244981,1,Dataset_A,-0.233103651569403,0.39780338976584284
42703.74860455923,0.07057778634944026,0,1,2.2055819012460804,0.01974319999143476,0,Dataset_A,-1.4957439326701258,2.255156294513093
29955.21942938086,-0.5071914169099223,0,1,0.3215873403169403,0.14315301311994125,0,Dataset_A,-0.25085369591912987,0.2466727099088533
25888.108211776296,-0.691514767115514,0,1,-0.3538473759057247,0.40734792654691,0,Dataset_A,-1.3177331658113158,-0.3220740593245931
49307.828691930474,0.3698777320851897,1,3,0.5230519861734397,0.002071636725125209,0,Dataset_A,0.3438041349999228,0.18867157267344742
60809.40607976795,0.8911345070655694,0,1,-1.271889219475678,0.0004848874530277514,0,Dataset_A,-0.5903061102363337,-1.3128586084520446
57851.81229165023,0.7570949968566042,0,1,-0.05115542286305247,0.00048061593587279635,0,Dataset_A,0.36628984756019783,-0.18778440761907225
