Income,Income_Scaled,Promotions,Num_Products,Loyalty_IAT_Score,Churn_Prob,Churn,Source,_Latent_L,_Noise_M
46553.48178161499,0.2450494638194429,1,2,1.52010451928742,0.005803439561458151,0,Dataset_B,-0.2633917227950796,-0.25355630843307203
33889.74870025484,-0.32887674148371243,0,1,-0.7310825569099183,0.3257820493877862,1,Dataset_B,-0.5780804221531091,-1.5732745146946074
50203.71309851531,0.4104796252677236,1,1,0.976938777339274,0.0053927426885128915,0,Dataset_B,-0.398166563115465,0.11675543365082051
77770.30303256382,1.6598101546109196,1,1,2.269870527161526,8.289347694149698e-06,0,Dataset_B,-0.7856053893667228,1.448431066098198
32303.256114822005,-0.4007773148335466,0,2,0.22265049442416518,0.2615441116348161,0,Dataset_B,-1.2389357149936535,-1.4534559340764694
32303.521289692086,-0.4007652969865224,0,1,0.12257313619134214,0.2452930381656387,0,Dataset_B,-0.6870674174246417,-0.7087201220661937
79985.96075983488,1.7602247814427978,1,1,0.8534672312243861,1.3481003702631133e-05,0,Dataset_B,-0.09497349337665806,-0.03703541943794824
53301.37272839711,0.5508669838196529,0,1,1.4154337267087673,0.0012183417733377525,0,Dataset_B,-0.24301807884951154,0.5397355345937185
28717.523979494832,-0.5632843437199191,0,2,2.1225376323462255,0.0600035571436421,0,Dataset_B,0.20258795546824898,0.30227883679940043
47632.94972188262,0.2939714471496281,0,2,1.9132092592761503,0.0013413296536011348,0,Dataset_B,0.7357675366089604,0.03963250561525431
28804.62241003778,-0.5593370028048651,1,1,0.14241038648201976,0.5243262959784393,1,Dataset_B,-0.9657310026373694,-0.6610165132542433
28771.34263140293,-0.5608452576727241,0,2,3.074220350851813,0.045127561704059335,0,Dataset_B,-0.9307437383690575,1.3672947246887186
40985.80785083252,-0.007280078419777945,1,2,-0.13276112543650775,0.0277583849953288,0,Dataset_B,1.7640004654711658,-2.1091611719836245
13951.745120527825,-1.2324762300639327,0,2,3.0006448336446017,0.309092383693502,0,Dataset_B,0.6340938682051057,1.137235446824091
15329.603140220976,-1.1700310711515913,0,2,3.7357644658510907,0.27325092489422026,0,Dataset_B,-0.8926149889663374,2.0250259647477247
27415.291903900546,-0.6223021000772417,0,1,1.5094531270461191,0.2534815013669343,0,Dataset_B,-1.31565249508964,0.741018376555083
21885.606008587733,-0.8729100070842646,0,1,0.2512507986922169,0.68852932837653,0,Dataset_B,-0.5857785114402759,-0.5901713501637555
42494.23362509249,0.061082471157073756,0,2,2.0637691715693234,0.0053297813577313485,0,Dataset_B,-0.24705510831639152,0.28847468240096247
23063.071068161,-0.8195467492537105,0,2,0.6995924918923311,0.36851537383047744,1,Dataset_B,0.5999082146105446,-1.1603983295687235
